PERIODO,TERRITORIO,PATOLOGIA,MASCHI,FEMMINE
2009-2017,087007,Malattie del sistema nervoso e degli organi di senso,27,29
2009-2017,087007,Malattie del sistema circolatorio,316,340
2009-2017,087007,Malattie ischemiche del cuore,87,51
2009-2017,087007,Altre malattie del cuore,58,61
2009-2017,087007,Malattie cerebrovascolari,99,142
2009-2017,087007,Malattie del sistema respiratorio,53,35
2009-2017,087007,Polmonite,2,3
2009-2017,087007,Malattie croniche delle basse vie respiratorie,32,20
2009-2017,087007,Asma,1,0
2009-2017,087007,Malattie dell'apparato digerente,33,31
2009-2017,087007,"Ulcera dello stomaco, duodeno e digiuno",1,1
2009-2017,087007,Malattie epatiche croniche,22,10
2009-2017,087007,Malattie della pelle e del tessuto sottocutaneo,2,2
2009-2017,087007,Malattie del sistema osteomuscolare e del tessuto connettivo,6,4
2009-2017,087007,Artrite reumatoide e osteoartrite,1,1
2009-2017,087007,Malattie del sistema genitourinario,13,24
2009-2017,087007,Malattie del rene e dell'uretere,13,24
2009-2017,087007,Alcune condizioni che hanno origine nel periodo perinatale,4,2
2009-2017,087007,Malformazioni congenite e anormalità cromosomiche,1,2
2009-2017,087007,Malformazioni congenite del sistema nervoso,0,1
2009-2017,087007,"Sintomi, segni, risultati anomali e cause mal definite",31,28
2009-2017,087007,Cause esterne di traumatismo e avvelenamento,44,17
2009-2017,087007,Accidenti,30,14
2009-2017,087007,Accidenti di trasporto,12,2
2009-2017,087007,Cadute accidentali,10,11
2009-2017,087007,Avvelenamento accidentale,3,0
2009-2017,087007,Suicidio e autolesione intenzionale,7,1
2009-2017,087007,"Omicidio, aggressione",1,1
2009-2017,087007,Eventi di intento indeterminato,4,1
2009-2017,087008,Malattie infettive e parassitarie,3,1
2009-2017,087008,Tumore,245,170
2009-2017,087008,Tumori maligni,242,169
2009-2017,087008,"Tumori maligni delle labbra, cavità orale e faringe",1,3
2009-2017,087008,Tumori maligni dell'esofago,2,1
2009-2017,087008,Tumori maligni dello stomaco,13,13
2009-2017,087008,Tumori maligni del colon,25,14
2009-2017,087008,Tumori maligni del retto e dell'ano,4,3
2009-2017,087008,Tumori maligni del fegato e dei dotti biliari intraepatici,16,7
2009-2017,087008,Tumori maligni del pancreas,14,13
2009-2017,087008,Tumori maligni della laringe e della trachea/bronchi/polm.,74,13
2009-2017,087008,Tumori maligni della cute,1,2
2009-2017,087008,Tumori maligni del seno,0,31
2009-2017,087008,Tumori maligni di altre parti dell'utero,0,11
2009-2017,087008,Tumori maligni dell'ovaio,0,7
2009-2017,087008,Tumori maligni della prostata,22,0
2009-2017,087008,Tumori maligni del rene,1,1
2009-2017,087008,Tumori maligni della vescica,10,1
2009-2017,087008,Tumori maligni del tessuto linfatico/ematopoietico,21,9
2009-2017,087008,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,4,3
2009-2017,087008,"Malattie endocrine, nutrizionali e metaboliche",17,21
2009-2017,087008,Diabete mellito,12,18
2009-2017,087008,Disturbi psichici e comportamentali,3,2
2009-2017,087008,Malattie del sistema nervoso e degli organi di senso,16,28
2009-2017,087008,Malattie del sistema circolatorio,498,605
2009-2017,087008,Malattie ischemiche del cuore,136,130
2009-2017,087008,Altre malattie del cuore,49,70
2009-2017,087008,Malattie cerebrovascolari,101,125
2009-2017,087008,Malattie del sistema respiratorio,85,31
2009-2017,087008,Polmonite,5,7
2009-2017,087008,Malattie croniche delle basse vie respiratorie,67,19
2009-2017,087008,Asma,1,0
2009-2017,087008,Malattie dell'apparato digerente,33,21
2009-2017,087008,"Ulcera dello stomaco, duodeno e digiuno",0,1
2009-2017,087008,Malattie epatiche croniche,19,9
2009-2017,087008,Malattie della pelle e del tessuto sottocutaneo,1,0
2009-2017,087008,Malattie del sistema osteomuscolare e del tessuto connettivo,3,3
2009-2017,087008,Artrite reumatoide e osteoartrite,0,1
2009-2017,087008,Malattie del sistema genitourinario,28,40
2009-2017,087008,Malattie del rene e dell'uretere,27,40
2009-2017,087008,Alcune condizioni che hanno origine nel periodo perinatale,3,2
2009-2017,087008,Malformazioni congenite e anormalità cromosomiche,3,4
2009-2017,087008,Malformazioni congenite del sistema nervoso,0,1
2009-2017,087008,Malformazioni congenite del sistema circolatorio,0,1
2009-2017,087008,"Sintomi, segni, risultati anomali e cause mal definite",19,35
2009-2017,087008,Cause esterne di traumatismo e avvelenamento,26,6
2009-2017,087008,Accidenti,15,4
2009-2017,087008,Accidenti di trasporto,10,0
2009-2017,087008,Cadute accidentali,2,2
2009-2017,087008,Suicidio e autolesione intenzionale,5,2
2009-2017,087008,"Omicidio, aggressione",4,0
2009-2017,087008,Eventi di intento indeterminato,1,0
2009-2017,087009,Malattie infettive e parassitarie,1,0
2009-2017,087009,Tumore,235,185
2009-2017,087009,Tumori maligni,233,181
2009-2017,087009,"Tumori maligni delle labbra, cavità orale e faringe",5,4
2009-2017,087009,Tumori maligni dell'esofago,4,0
2009-2017,087009,Tumori maligni dello stomaco,16,13
2009-2017,087009,Tumori maligni del colon,27,24
2009-2017,087009,Tumori maligni del retto e dell'ano,5,1
2009-2017,087009,Tumori maligni del fegato e dei dotti biliari intraepatici,9,4
2009-2017,087009,Tumori maligni del pancreas,11,15
2009-2017,087009,Tumori maligni della laringe e della trachea/bronchi/polm.,46,18
2009-2017,087009,Tumori maligni della cute,2,5
2009-2017,087009,Tumori maligni del seno,0,37
2009-2017,087009,Tumori maligni di altre parti dell'utero,0,5
2009-2017,087009,Tumori maligni dell'ovaio,0,10
2009-2017,087009,Tumori maligni della prostata,34,0
2009-2017,087009,Tumori maligni del rene,6,2
2009-2017,087009,Tumori maligni della vescica,9,4
2009-2017,087009,Tumori maligni del tessuto linfatico/ematopoietico,24,18
2009-2017,087009,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,2,2
2009-2017,087009,"Malattie endocrine, nutrizionali e metaboliche",21,30
2009-2017,087009,Diabete mellito,18,29
2009-2017,087009,Disturbi psichici e comportamentali,3,2
2009-2017,087009,Abuso di alcool (compresa psicosi alcolica),1,0
2009-2017,087009,Malattie del sistema nervoso e degli organi di senso,40,27
2009-2017,087009,Malattie del sistema circolatorio,311,361
2009-2017,087009,Malattie ischemiche del cuore,66,52
2009-2017,087009,Altre malattie del cuore,71,92
2009-2017,087009,Malattie cerebrovascolari,90,113
2009-2017,087009,Malattie del sistema respiratorio,61,41
2009-2017,087009,Influenza,0,1
2009-2017,087009,Polmonite,6,3
2009-2017,087009,Malattie croniche delle basse vie respiratorie,43,25
2009-2017,087009,Asma,1,0
2009-2017,087009,Malattie dell'apparato digerente,40,29
2009-2017,087009,"Ulcera dello stomaco, duodeno e digiuno",2,3
2009-2017,087009,Malattie epatiche croniche,20,7
2009-2017,087009,Malattie del sistema osteomuscolare e del tessuto connettivo,0,2
2009-2017,087009,Malattie del sistema genitourinario,28,49
2009-2017,087009,Malattie del rene e dell'uretere,27,48
2009-2017,087009,"Complicazioni della gravidanza, del parto e del puerperio",0,1
2009-2017,087009,Alcune condizioni che hanno origine nel periodo perinatale,5,1
2009-2017,087009,Malformazioni congenite e anormalità cromosomiche,5,2
2009-2017,087009,Malformazioni congenite del sistema nervoso,3,0
2009-2017,087009,Malformazioni congenite del sistema circolatorio,1,1
2009-2017,087009,"Sintomi, segni, risultati anomali e cause mal definite",66,94
2009-2017,087009,Cause esterne di traumatismo e avvelenamento,26,10
2009-2017,087009,Accidenti,7,5
2009-2017,087009,Accidenti di trasporto,2,1
2009-2017,087009,Cadute accidentali,4,4
2009-2017,087009,Suicidio e autolesione intenzionale,16,4
2009-2017,087009,"Omicidio, aggressione",1,1
2009-2017,087009,Eventi di intento indeterminato,1,0
2009-2017,087010,Malattie infettive e parassitarie,2,0
2009-2017,087010,Tumore,71,51
2009-2017,087010,Tumori maligni,67,51
2009-2017,087010,"Tumori maligni delle labbra, cavità orale e faringe",2,0
2009-2017,087010,Tumori maligni dell'esofago,1,0
2009-2017,087010,Tumori maligni dello stomaco,5,2
2009-2017,087010,Tumori maligni del colon,5,12
2009-2017,087010,Tumori maligni del retto e dell'ano,2,0
2009-2017,087010,Tumori maligni del fegato e dei dotti biliari intraepatici,2,2
2009-2017,087010,Tumori maligni del pancreas,4,3
2009-2017,087010,Tumori maligni della laringe e della trachea/bronchi/polm.,22,5
2009-2017,087010,Tumori maligni della cute,0,1
2009-2017,087010,Tumori maligni del seno,0,9
2009-2017,087010,Tumori maligni di altre parti dell'utero,0,3
2009-2017,087010,Tumori maligni dell'ovaio,0,1
2009-2017,087010,Tumori maligni della prostata,3,0
2009-2017,087010,Tumori maligni del rene,2,0
2009-2017,087010,Tumori maligni della vescica,4,2
2009-2017,087010,Tumori maligni del tessuto linfatico/ematopoietico,8,6
2009-2017,087010,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,0,1
2009-2017,087010,"Malattie endocrine, nutrizionali e metaboliche",14,17
2009-2017,087010,Diabete mellito,13,17
2009-2017,087010,Disturbi psichici e comportamentali,2,1
2009-2017,087010,Malattie del sistema nervoso e degli organi di senso,11,12
2009-2017,087010,Malattie del sistema circolatorio,114,134
2009-2017,087010,Malattie ischemiche del cuore,25,29
2009-2017,087010,Altre malattie del cuore,30,28
2009-2017,087010,Malattie cerebrovascolari,50,58
2009-2017,087010,Malattie del sistema respiratorio,14,7
2009-2017,087010,Malattie croniche delle basse vie respiratorie,12,3
2009-2017,087010,Asma,0,2
2009-2017,087010,Malattie dell'apparato digerente,7,10
2009-2017,087010,"Ulcera dello stomaco, duodeno e digiuno",0,1
2009-2017,087010,Malattie epatiche croniche,6,6
2009-2017,087010,Malattie della pelle e del tessuto sottocutaneo,0,1
2009-2017,087010,Malattie del sistema genitourinario,12,14
2009-2017,087010,Malattie del rene e dell'uretere,12,14
2009-2017,087010,Alcune condizioni che hanno origine nel periodo perinatale,0,1
2009-2017,087010,Malformazioni congenite e anormalità cromosomiche,2,2
2009-2017,087010,Malformazioni congenite del sistema nervoso,2,1
2009-2017,087010,Malformazioni congenite del sistema circolatorio,0,1
2009-2017,087010,"Sintomi, segni, risultati anomali e cause mal definite",6,10
2009-2017,087010,Cause esterne di traumatismo e avvelenamento,15,5
2009-2017,087010,Accidenti,11,4
2009-2017,087010,Accidenti di trasporto,3,1
2009-2017,087010,Cadute accidentali,6,2
2009-2017,087010,Suicidio e autolesione intenzionale,3,0
2009-2017,087010,"Omicidio, aggressione",1,1
2009-2017,087011,Malattie infettive e parassitarie,7,2
2009-2017,087011,AIDS (malattia da HIV),1,0
2009-2017,087011,Epatite virale,1,0
2009-2017,087011,Tumore,411,335
2009-2017,087011,Tumori maligni,407,334
2009-2017,087011,"Tumori maligni delle labbra, cavità orale e faringe",5,4
2009-2017,087011,Tumori maligni dell'esofago,5,2
2009-2017,087011,Tumori maligni dello stomaco,15,17
2009-2017,087011,Tumori maligni del colon,43,44
2009-2017,087011,Tumori maligni del retto e dell'ano,10,10
2009-2017,087011,Tumori maligni del fegato e dei dotti biliari intraepatici,19,9
2009-2017,087011,Tumori maligni del pancreas,27,24
2009-2017,087011,Tumori maligni della laringe e della trachea/bronchi/polm.,119,22
2009-2017,087011,Tumori maligni della cute,4,7
2009-2017,087011,Tumori maligni del seno,0,61
2009-2017,087011,Tumori maligni della cervice uterina,0,2
2009-2017,087011,Tumori maligni di altre parti dell'utero,0,19
2009-2017,087011,Tumori maligni dell'ovaio,0,10
2009-2017,087011,Tumori maligni della prostata,47,0
2009-2017,087011,Tumori maligni del rene,7,7
2009-2017,087011,Tumori maligni della vescica,17,8
2009-2017,087011,Tumori maligni del tessuto linfatico/ematopoietico,32,25
2009-2017,087011,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,11,13
2009-2017,087011,"Malattie endocrine, nutrizionali e metaboliche",34,41
2009-2017,087011,Diabete mellito,20,13
2009-2017,087011,Disturbi psichici e comportamentali,5,2
2009-2017,087011,"Dipendenza da droghe, tossicomania",1,0
2009-2017,087011,Malattie del sistema nervoso e degli organi di senso,49,70
2009-2017,087011,Malattie del sistema circolatorio,632,775
2009-2017,087011,Malattie ischemiche del cuore,138,90
2009-2017,087011,Altre malattie del cuore,127,173
2009-2017,087011,Malattie cerebrovascolari,213,296
2009-2017,087011,Malattie del sistema respiratorio,184,100
2009-2017,087011,Polmonite,75,45
2009-2017,087011,Malattie croniche delle basse vie respiratorie,76,30
2009-2017,087011,Malattie dell'apparato digerente,102,110
2009-2017,087011,"Ulcera dello stomaco, duodeno e digiuno",3,3
2009-2017,087011,Malattie epatiche croniche,64,51
2009-2017,087011,Malattie della pelle e del tessuto sottocutaneo,2,1
2009-2017,087011,Malattie del sistema osteomuscolare e del tessuto connettivo,2,6
2009-2017,087011,Artrite reumatoide e osteoartrite,1,3
2009-2017,087011,Malattie del sistema genitourinario,64,80
2009-2017,087011,Malattie del rene e dell'uretere,59,77
2009-2017,087011,Alcune condizioni che hanno origine nel periodo perinatale,5,4
2009-2017,087011,Malformazioni congenite e anormalità cromosomiche,13,4
2009-2017,087011,Malformazioni congenite del sistema nervoso,6,3
2009-2017,087011,Malformazioni congenite del sistema circolatorio,3,1
2009-2017,087011,"Sintomi, segni, risultati anomali e cause mal definite",87,146
2009-2017,087011,Cause esterne di traumatismo e avvelenamento,67,19
2009-2017,087011,Accidenti,41,12
2009-2017,087011,Accidenti di trasporto,22,7
2009-2017,087011,Cadute accidentali,10,2
2009-2017,087011,Avvelenamento accidentale,6,1
2009-2017,087011,Suicidio e autolesione intenzionale,22,6
2009-2017,087011,"Omicidio, aggressione",3,1
2009-2017,087011,Eventi di intento indeterminato,1,0
2009-2017,087012,Tumore,32,25
2009-2017,087012,Tumori maligni,31,23
2009-2017,087012,"Tumori maligni delle labbra, cavità orale e faringe",1,1
2009-2017,087012,Tumori maligni dello stomaco,1,2
2009-2017,087012,Tumori maligni del colon,1,4
2009-2017,087012,Tumori maligni del fegato e dei dotti biliari intraepatici,2,0
2009-2017,087012,Tumori maligni del pancreas,0,1
2009-2017,087012,Tumori maligni della laringe e della trachea/bronchi/polm.,13,1
2009-2017,087012,Tumori maligni del seno,1,7
2009-2017,087012,Tumori maligni della cervice uterina,0,1
2009-2017,087012,Tumori maligni di altre parti dell'utero,0,3
2009-2017,087012,Tumori maligni dell'ovaio,0,1
2009-2017,087012,Tumori maligni della prostata,2,0
2009-2017,087012,Tumori maligni del rene,1,0
2009-2017,087012,Tumori maligni della vescica,2,0
2009-2017,087012,Tumori maligni del tessuto linfatico/ematopoietico,3,0
2009-2017,087012,"Malattie endocrine, nutrizionali e metaboliche",5,2
2009-2017,087012,Diabete mellito,5,1
2009-2017,087012,Disturbi psichici e comportamentali,0,1
2009-2017,087012,Malattie del sistema nervoso e degli organi di senso,0,1
2009-2017,087012,Malattie del sistema circolatorio,48,51
2009-2017,087012,Malattie ischemiche del cuore,8,13
2009-2017,087012,Altre malattie del cuore,11,6
2009-2017,087012,Malattie cerebrovascolari,17,17
2009-2017,087012,Malattie del sistema respiratorio,5,3
2009-2017,087012,Influenza,0,1
2009-2017,087012,Malattie croniche delle basse vie respiratorie,4,0
2009-2017,087012,Malattie dell'apparato digerente,2,3
2009-2017,087012,Malattie epatiche croniche,0,1
2009-2017,087012,Malattie della pelle e del tessuto sottocutaneo,1,0
2009-2017,087012,Malattie del sistema genitourinario,2,3
2009-2017,087012,Malattie del rene e dell'uretere,2,3
2009-2017,087012,Alcune condizioni che hanno origine nel periodo perinatale,1,0
2009-2017,087012,"Sintomi, segni, risultati anomali e cause mal definite",1,4
2009-2017,087012,Cause esterne di traumatismo e avvelenamento,2,2
2009-2017,087012,Accidenti,2,1
2009-2017,087012,Cadute accidentali,0,1
2009-2017,087012,Suicidio e autolesione intenzionale,0,1
2009-2017,087013,Malattie infettive e parassitarie,1,0
2009-2017,087013,Tumore,54,25
2009-2017,087013,Tumori maligni,52,24
2009-2017,087013,"Tumori maligni delle labbra, cavità orale e faringe",2,0
2009-2017,087013,Tumori maligni dell'esofago,1,0
2009-2017,087013,Tumori maligni dello stomaco,4,1
2009-2017,087013,Tumori maligni del colon,10,1
2009-2017,087013,Tumori maligni del retto e dell'ano,1,0
2009-2017,087013,Tumori maligni del fegato e dei dotti biliari intraepatici,2,1
2009-2017,087013,Tumori maligni del pancreas,2,0
2009-2017,087013,Tumori maligni della laringe e della trachea/bronchi/polm.,10,2
2009-2017,087013,Tumori maligni della cute,0,1
2009-2017,087013,Tumori maligni del seno,0,8
2009-2017,087013,Tumori maligni di altre parti dell'utero,0,2
2009-2017,087013,Tumori maligni dell'ovaio,0,2
2009-2017,087013,Tumori maligni della prostata,5,0
2009-2017,087013,Tumori maligni della vescica,2,0
2009-2017,087013,Tumori maligni del tessuto linfatico/ematopoietico,5,3
2009-2017,087013,"Malattie endocrine, nutrizionali e metaboliche",4,6
2009-2017,087013,Diabete mellito,4,3
2009-2017,087013,Malattie del sistema nervoso e degli organi di senso,5,7
2009-2017,087013,Malattie del sistema circolatorio,114,113
2009-2017,087013,Malattie ischemiche del cuore,10,10
2009-2017,087013,Altre malattie del cuore,11,9
2009-2017,087013,Malattie cerebrovascolari,26,37
2009-2017,087013,Malattie del sistema respiratorio,6,5
2009-2017,087013,Malattie croniche delle basse vie respiratorie,5,5
2009-2017,087013,Malattie dell'apparato digerente,8,6
2009-2017,087013,Malattie epatiche croniche,3,3
2009-2017,087013,Malattie della pelle e del tessuto sottocutaneo,0,1
2009-2017,087013,Malattie del sistema genitourinario,10,2
2009-2017,087013,Malattie del rene e dell'uretere,10,2
